Id,Label,timeset,act_type,act_nat,colour,componentnumber,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,modularity_class,pageranks,strongcompnum,clustering,eigencentrality
EU experts,EU experts,,economists and financial experts,NA,"#FFA910",0,0,2,2,0,2,2,11,0.183249,0.20067,0,0,0.001773,71,0.000264,659,0,0
Government of Finland,Government of Finland,,government/executive,FINLAND,"#639164",0,0,1,1,0,1,1,9,0.24372,0.26889,0,0,0.008664,29,0.000264,660,0,0
EU heads of state and government,EU heads of state and government,,government/executive,EUROPEAN UNION,"#5C9A5C",0,7,2,9,9,2,11,1,1,1,1151.104762,0.039025,0.000776,29,0.001791,14,0.083333,0.162891
Médecins Sans Frontières,Médecins Sans Frontières,,solidarity and human rights organisations,NA,"#FFA910",0,0,2,2,0,2,2,10,0.206559,0.229932,0,0,0.045216,33,0.000264,661,0,0
CFDT,CFDT,,unions and employees,FRANCE,"#6A886D",0,0,1,1,0,1,1,9,0.25193,0.272325,0,0,0.009483,22,0.000264,662,0,0
CGT,CGT,,unions and employees,FRANCE,"#6A886D",0,0,1,1,0,1,1,9,0.25193,0.272325,0,0,0.009483,22,0.000264,663,0,0
La France Insoumise activist,La France Insoumise activist,,politicians,FRANCE,"#6A886D",0,0,1,1,0,1,1,10,0.202361,0.214446,0,0,0,47,0.000264,664,0,0
TAYSAD Association of Automotive Industry,TAYSAD Association of Automotive Industry,,employers organisations and firms,TURKEY,"#D16D79",0,0,1,1,0,1,1,10,0.213056,0.228367,0,0,0.002244,71,0.000264,665,0,0
U.S. Department of State,U.S. Department of State,,government/executive,UNITED STATES,"#EF7DB1",0,0,1,1,0,1,1,1,1,1,0,0,0.003192,33,0.000264,666,0,0
Centraal Bureau voor de Statistiek,Centraal Bureau voor de Statistiek,,other state executive agencies,NETHERLANDS,"#FFB415",0,0,1,1,0,1,1,11,0.152248,0.163312,0,0,0.000442,70,0.000264,667,0,0
Dansk Folkeparti,Dansk Folkeparti,,political parties,DENMARK,"#49A75B",0,0,2,2,0,2,2,9,0.17406,0.18663,0,0,0,89,0.000264,670,0,0
National Crime Agency,National Crime Agency,,other state executive agencies,UNITED KINGDOM,"#E879A3",0,0,1,1,0,1,1,1,1,1,0,0,0,60,0.000264,671,0,0
Van Rossem Maarten,Van Rossem Maarten,,educational professionals and organisations,NETHERLANDS,"#FFB415",0,0,1,1,0,1,1,10,0.176847,0.18919,0,0,0.002304,70,0.000264,672,0,0
Socialdemokraterne,Socialdemokraterne,,political parties,DENMARK,"#49A75B",0,1,1,2,1,1,2,8,0.209574,0.226645,359,0,0.000304,89,0.000376,669,0,0.00131
Irish Minister for Foreign Affairs,Irish Minister for Foreign Affairs,,government/executive,IRELAND,"#A5548D",0,0,2,2,0,3,3,10,0.212552,0.23104,0,0,0.011271,47,0.000264,673,0,0
Amsterdam Court of Appeal,Amsterdam Court of Appeal,,judiciary,NETHERLANDS,"#FFB415",0,0,2,2,0,2,2,10,0.229841,0.24861,0,0,0.008808,51,0.000264,676,0,0
Migrants,Migrants,,migrant organisations and groups,NA,"#FFA910",0,2,1,3,2,1,3,1,1,1,698,0.011372,0,60,0.000935,185,0,0.071217
Auberge des Migrants,Auberge des Migrants,,migrant organisations and groups,FRANCE,"#6A886D",0,0,1,1,0,1,1,1,1,1,0,0,0,60,0.000264,677,0,0
French judge,French judge,,judiciary,FRANCE,"#6A886D",0,0,1,1,0,1,1,1,1,1,0,0,0,60,0.000264,678,0,0
Northern Irish PM,Northern Irish PM,,government/executive,NORTHERN IRELAND,"#FFC01A",44,1,1,2,1,1,2,1,1,1,0,0,0,48,0.00176,679,0,0.001771
Deputy Northern Irish PM,Deputy Northern Irish PM,,government/executive,NORTHERN IRELAND,"#FFC01A",44,1,1,2,1,1,2,1,1,1,0,0,0,48,0.00176,679,0,0.001771
Ministero del lavoro,Ministero del lavoro,,government/executive,ITALY,"#B85D6F",0,0,1,1,0,1,1,9,0.250698,0.277584,0,0,0.029089,29,0.000264,680,0,0
PIGO,PIGO,,employers organisations and firms,POLAND,"#FFE428",0,0,1,1,0,1,1,1,1,1,0,0,0.000805,27,0.000264,681,0,0
Deloitte,Deloitte,,employers organisations and firms,NA,"#FFA910",0,0,1,1,0,1,1,10,0.228808,0.245581,0,0,0.008761,51,0.000264,682,0,0
"‎European Environmental Bureau",‎European Environmental Bureau,,environmental organisations and groups,EUROPEAN UNION,"#5C9A5C",0,0,2,2,0,2,2,2,0.75,0.833333,0,0,0.001632,27,0.000264,683,0,0
Pullman Philip,Pullman Philip,,media and journalists,UNITED KINGDOM,"#E879A3",45,0,1,1,0,1,1,1,1,1,0,0,0,49,0.000264,685,0,0
President of Israel,President of Israel,,government/executive,ISRAEL,"#AF587E",0,1,1,2,1,1,2,10,0.205275,0.221513,0,0.00436,0.003794,51,0.000844,200,0,0.016863
Krajowa Rada Sądownictwa,Krajowa Rada Sądownictwa,,judiciary,EUROPEAN UNION,"#5C9A5C",0,3,1,4,3,1,4,10,0.205747,0.222444,368.083333,0.000701,0.003794,51,0.000872,200,0.083333,0.0126
Facebook,Facebook,,employers organisations and firms,ITALY,"#B85D6F",0,5,3,8,5,3,8,10,0.223192,0.248661,1832.249784,0.016346,0.022084,27,0.001095,200,0.017857,0.01017
University of Milano-Bicocca,University of Milano-Bicocca,,educational professionals and organisations,ITALY,"#B85D6F",0,0,1,1,0,1,1,1,1,1,0,0,0.000202,29,0.000264,687,0,0
Bocconi University,Bocconi University,,educational professionals and organisations,ITALY,"#B85D6F",0,0,3,3,0,3,3,9,0.251397,0.28098,0,0,0.037484,29,0.000264,688,0.166667,0
Director of ESM,Director of ESM,,government/executive,EUROPEAN UNION,"#5C9A5C",0,0,1,1,0,1,1,1,1,1,0,0,0.008192,29,0.000264,689,0,0
European Council,European Council,,government/executive,EUROPEAN UNION,"#5C9A5C",0,1,1,2,1,1,2,2,0.6,0.666667,3,0,0.002859,29,0.000489,431,0,0.00131
NVvV ,NVvV ,,other scientific and research professionals and institutions,NETHERLANDS,"#FFB415",0,0,1,1,0,1,1,10,0.206085,0.227379,0,0,0.043992,33,0.000264,690,0,0
Islington Council,Islington Council,,government/executive,UNITED KINGDOM,"#E879A3",3,0,1,1,0,1,1,1,1,1,0,0,0,50,0.000264,691,0,0
UK Government spokesperson,UK Government spokesperson,,government/executive,UNITED KINGDOM,"#E879A3",0,0,1,1,0,1,1,10,0.224937,0.246725,0,0,0.00918,47,0.000264,692,0,0
Renew Europe,Renew Europe,,political parties,EUROPEAN UNION,"#5C9A5C",0,0,1,1,0,1,1,10,0.24339,0.266519,0,0,0.003925,51,0.000264,693,0,0
EU Commissioner for Justice,EU Commissioner for Justice,,government/executive,EUROPEAN UNION,"#5C9A5C",0,1,4,5,1,4,5,9,0.253352,0.286405,358,0.000045,0.044452,83,0.000376,694,0.05,0.00131
Partit Nazzjonalista,Partit Nazzjonalista,,political parties,MALTA,"#FF8502",0,0,1,1,0,1,1,13,0.130688,0.137777,0,0,0.007005,83,0.000264,695,0,0
Western ambassador,Western ambassador,,government/executive,NA,"#FFA910",0,0,1,1,0,1,1,1,1,1,0,0,0.000093,64,0.000264,697,0,0
President of Brazil,President of Brazil,,government/executive,BRAZIL,"#377EB6",0,1,3,4,1,3,4,1,1,1,3,0,0.000295,64,0.000489,700,0,0.00131
The National Congress of American Indians,The National Congress of American Indians,,solidarity and human rights organisations,BRAZIL,"#377EB6",0,0,1,1,0,1,1,1,1,1,0,0,0.001131,71,0.000264,701,0,0
Observatório do Clima,Observatório do Clima,,environmental organisations and groups,BRAZIL,"#377EB6",0,0,1,1,0,1,1,2,0.571429,0.625,0,0,0,64,0.000264,702,0,0
Solidarna Polska,Solidarna Polska,,political parties,POLAND,"#FFE428",0,2,3,5,2,3,5,9,0.235904,0.25648,2,0.008195,0.00081,83,0.000305,378,0.5,0.005327
minister sprawiedliwości,minister sprawiedliwości,,government/executive,POLAND,"#FFE428",0,4,10,14,5,10,15,9,0.282557,0.322594,9047.553106,0.036525,0.072994,51,0.000971,200,0.098901,0.141745
Ministerstwo Sprawiedliwości,Ministerstwo Sprawiedliwości,,government/executive,POLAND,"#FFE428",0,4,6,10,5,7,12,9,0.270597,0.300061,1321.442466,0.016596,0.019198,52,0.000637,200,0.152778,0.027865
Clasp,Clasp,,environmental organisations and groups,UNITED STATES,"#EF7DB1",0,0,1,1,0,1,1,10,0.206085,0.227379,0,0,0.043992,33,0.000264,703,0,0
Activists,Activists,,solidarity and human rights organisations,NA,"#FFA910",0,1,1,2,1,1,2,10,0.206085,0.227379,359,0,0.043992,33,0.000489,409,0,0.00131
Polski Związek Przemysłu Oświetleniowego,Polski Związek Przemysłu Oświetleniowego,,employers organisations and firms,POLAND,"#FFE428",0,0,1,1,0,1,1,9,0.250698,0.277584,0,0,0.029089,29,0.000264,704,0,0
Giertych Roman,Giertych Roman,,politicians,POLAND,"#FFE428",0,1,1,2,1,1,2,11,0.17489,0.185037,0,0.000029,0.00163,83,0.002251,200,0,0.014861
Disciplinary Chamber of the Supreme Court,Disciplinary Chamber of the Supreme Court,,judiciary,POLAND,"#FFE428",0,9,3,12,10,4,14,10,0.211834,0.230175,2083.69247,0.022243,0.000398,83,0.00701,200,0.077778,0.108811
Centro Studi Confindustria,Centro Studi Confindustria,,other scientific and research professionals and institutions,ITALY,"#B85D6F",0,0,1,1,0,1,1,10,0.206085,0.227379,0,0,0.043992,33,0.000264,705,0,0
Burioni Roberto,Burioni Roberto,,other scientific and research professionals and institutions,ITALY,"#B85D6F",46,0,2,2,0,2,2,1,1,1,0,0,0,53,0.000264,708,0,0
US Department of Justice,US Department of Justice,,government/executive,GERMANY,"#717F75",0,0,1,1,0,1,1,13,0.148839,0.158763,0,0,0.007985,52,0.000264,709,0,0
Tripadvisor,Tripadvisor,,employers organisations and firms,UNITED STATES,"#EF7DB1",47,0,1,1,0,2,2,1,1,1,0,0,0,54,0.000264,711,0,0
Banca Sella,Banca Sella,,employers organisations and firms,ITALY,"#B85D6F",0,0,1,1,0,1,1,1,1,1,0,0,0.010884,3,0.000264,712,0,0
Google,Google,,employers organisations and firms,UNITED STATES,"#EF7DB1",47,2,1,3,3,1,4,0,0,0,0,0,0,54,0.000489,710,0.5,0.003542
UK Brexit Minister,UK Brexit Minister,,government/executive,UNITED KINGDOM,"#E879A3",0,0,2,2,0,2,2,10,0.20654,0.229525,0,0,0.044229,33,0.000264,714,0,0
Copa-Cogeca,Copa-Cogeca,,employers organisations and firms,BELGIUM,"#64638E",0,0,1,1,0,1,1,11,0.210064,0.231106,0,0,0.010594,29,0.000264,715,0,0
Trinity College,Trinity College,,educational professionals and organisations,IRELAND,"#A5548D",0,0,1,1,0,1,1,9,0.250698,0.277584,0,0,0.029089,29,0.000264,716,0,0
Council of Canadians,Council of Canadians,,environmental organisations and groups,CANADA,"#3D8C98",0,0,1,1,0,1,1,11,0.152248,0.163312,0,0,0.000442,70,0.000264,717,0,0
Antoci Giuseppe,Antoci Giuseppe,,former states(wo)men,ITALY,"#B85D6F",48,0,1,1,0,1,1,1,1,1,0,0,0,55,0.000264,719,0,0
Italian judge,Italian judge,,judiciary,ITALY,"#B85D6F",49,0,1,1,0,1,1,1,1,1,0,0,0,56,0.000264,721,0,0
OKO.press,OKO.press,,media and journalists,POLAND,"#FFE428",50,0,2,2,0,2,2,1,1,1,0,0,0,57,0.000264,724,0,0
Iustitia,Iustitia,,judiciary,POLAND,"#FFE428",0,0,2,2,0,2,2,10,0.213056,0.23539,0,0,0.005513,83,0.000264,725,0.5,0
Rzeczpospolita,Rzeczpospolita,,media and journalists,POLAND,"#FFE428",0,0,1,1,0,1,1,11,0.186687,0.196883,0,0,0,51,0.000264,726,0,0
Polish senator,Polish senator,,legislative,POLAND,"#FFE428",0,0,1,1,0,1,1,10,0.24339,0.266519,0,0,0.003925,51,0.000264,727,0,0
Senat,Senat,,legislative,POLAND,"#FFE428",0,2,1,3,2,1,3,10,0.2289,0.245708,3202.900794,0,0.008761,51,0.001203,200,0,0.007874
Venice Commission,Venice Commission,,government/executive,EUROPEAN UNION,"#5C9A5C",0,0,1,1,0,1,1,10,0.228808,0.245581,0,0,0.008761,51,0.000264,728,0,0
Ministero della Salute,Ministero della Salute,,government/executive,ITALY,"#B85D6F",0,0,6,6,0,6,6,10,0.247444,0.28464,0,0,0.013414,98,0.000264,733,0,0
Great Britain,Great Britain,,whole polities,UNITED KINGDOM,"#E879A3",0,1,1,2,1,1,2,1,1,1,0.5,0.003974,0.008192,29,0.000296,252,0,0.00131
US State Department,US State Department,,government/executive,UNITED STATES,"#EF7DB1",51,0,1,1,0,1,1,1,1,1,0,0,0,58,0.000264,735,0,0
US Embassy in Italy,US Embassy in Italy,,government/executive,UNITED STATES,"#EF7DB1",0,0,2,2,0,2,2,11,0.191286,0.209221,0,0,0.002809,33,0.000264,737,0,0
Direction générale de la Santé ,Direction générale de la Santé ,,government/executive,FRANCE,"#6A886D",0,0,1,1,0,1,1,1,1,1,0,0,0.008192,29,0.000264,738,0,0
Carbon Disclosure Project,Carbon Disclosure Project,,environmental organisations and groups,UNITED KINGDOM,"#E879A3",0,0,1,1,0,1,1,1,1,1,0,0,0.000005,29,0.000264,740,0,0
The United Nations,The United Nations,,government/executive,NA,"#FFA910",0,7,2,9,7,2,9,10,0.213222,0.230169,1584.435904,0.01214,0.00273,71,0.001809,200,0.027778,0.034719
Syria Relief & Development,Syria Relief & Development,,solidarity and human rights organisations,UNITED KINGDOM,"#E879A3",0,0,1,1,0,1,1,2,0.666667,0.75,0,0,0,33,0.000264,741,0,0
Syrian NGO Alliance,Syrian NGO Alliance,,solidarity and human rights organisations,NA,"#FFA910",0,0,1,1,0,1,1,1,1,1,0,0,0.006186,89,0.000264,742,0,0
Al-Sham Humanitarian Foundation,Al-Sham Humanitarian Foundation,,solidarity and human rights organisations,NA,"#FFA910",0,0,1,1,0,1,1,11,0.176153,0.186455,0,0,0.000889,71,0.000264,743,0,0
Bellingcat,Bellingcat,,media and journalists,UNITED KINGDOM,"#E879A3",52,0,1,1,0,1,1,1,1,1,0,0,0,59,0.000264,745,0,0
EU leaders,EU leaders,,government/executive,EUROPEAN UNION,"#5C9A5C",0,2,1,3,2,1,3,10,0.209357,0.226401,718.019841,0.009619,0.000582,29,0.000728,200,0.166667,0.043588
Ministerpräsident Nordrhein-Westfalen,Ministerpräsident Nordrhein-Westfalen,,government/executive,GERMANY,"#717F75",0,1,1,2,1,1,2,9,0.226875,0.246538,60.703571,0.000102,0.002255,21,0.00032,539,0,0.00131
De Rechtspraak,De Rechtspraak,,judiciary,NETHERLANDS,"#FFB415",0,1,1,2,1,1,2,2,0.666667,0.75,2,0.000645,0,51,0.000376,675,0,0.00131
Stadsblad,Stadsblad,,media and journalists,NETHERLANDS,"#FFB415",0,1,1,2,1,1,2,1,1,1,0,0,0,51,0.003427,674,0,0.002635
Gemeente Utrecht,Gemeente Utrecht,,government/executive,NETHERLANDS,"#FFB415",0,3,1,4,3,1,4,1,1,1,3,0,0,51,0.003719,674,0,0.004911
Stadsbelang Utrecht,Stadsbelang Utrecht,,politicians,NETHERLANDS,"#FFB415",0,0,1,1,0,1,1,2,0.666667,0.75,0,0,0,51,0.000264,746,0,0
EU Ministers,EU Ministers,,government/executive,EUROPEAN UNION,"#5C9A5C",0,1,1,2,1,1,2,1,1,1,1,0.000983,0.005973,98,0.000302,730,0,0.00131
Ministre chargé des Affaires européennes,Ministre chargé des Affaires européennes,,government/executive,FRANCE,"#6A886D",0,0,1,1,0,1,1,10,0.212175,0.228951,0,0,0.005298,47,0.000264,747,0,0
Spanish farmer,Spanish farmer,,farmers and agricultural organisations,SPAIN,"#AF6729",0,0,1,1,0,1,1,11,0.171853,0.185717,0,0,0.000876,85,0.000264,748,0,0
Government of Marocco,Government of Marocco,,government/executive,MAROCCO,"#FF9107",0,0,1,1,0,1,1,2,0.666667,0.75,0,0,0.000833,60,0.000264,749,0,0
Andreoni Massimo,Andreoni Massimo,,other scientific and research professionals and institutions,ITALY,"#B85D6F",0,0,1,1,0,1,1,1,1,1,0,0,0.000876,3,0.000264,750,0,0
Presidente della Lombardia,Presidente della Lombardia,,government/executive,ITALY,"#B85D6F",0,0,3,3,0,3,3,9,0.262009,0.29268,0,0,0.023064,3,0.000264,752,0.166667,0
EU-27 Europe Minister,EU-27 Europe Minister,,government/executive,EUROPEAN UNION,"#5C9A5C",0,0,1,1,0,1,1,1,1,1,0,0,0.005973,29,0.000264,753,0,0
President of Belarus,President of Belarus,,government/executive,BELARUS,"#745A80",0,15,7,22,23,7,30,2,0.769231,0.85,5981.068759,0.037991,0.009801,64,0.004833,42,0.011905,0.204883
European schools in Brussels,European schools in Brussels,,educational professionals and organisations,BELGIUM,"#64638E",0,0,1,1,0,1,1,9,0.250698,0.277584,0,0,0.029089,29,0.000264,754,0,0
Spanish authorities,Spanish authorities,,government/executive,SPAIN,"#AF6729",0,0,1,1,0,1,1,2,0.666667,0.75,0,0,0.003523,85,0.000264,755,0,0
La Repubblica,La Repubblica,,media and journalists,ITALY,"#B85D6F",0,0,2,2,0,2,2,12,0.174696,0.190641,0,0,0.016288,52,0.000264,756,0,0
Summers Larry,Summers Larry,,former states(wo)men,UNITED STATES,"#EF7DB1",0,0,1,1,0,1,1,11,0.190856,0.207018,0,0,0.002794,33,0.000264,757,0,0
Saudi Aramco,Saudi Aramco,,employers organisations and firms,SAUDI ARABIA,"#E0C52F",0,0,1,1,0,1,1,12,0.174018,0.18702,0,0,0.00091,71,0.000264,758,0,0
Ministerstwo Obrony Narodowej,Ministerstwo Obrony Narodowej,,government/executive,POLAND,"#FFE428",0,1,1,2,1,1,2,1,1,1,697,0.01093,0,51,0.000319,110,0,0.009019
Camera dei deputati,Camera dei deputati,,legislative,ITALY,"#B85D6F",0,5,2,7,6,2,8,9,0.252468,0.275693,753.099637,0.03417,0.016212,3,0.000905,200,0.214286,0.080917
Mayor of Firenze,Mayor of Firenze,,government/executive,ITALY,"#B85D6F",0,1,2,3,1,2,3,1,1,1,1,0.011408,0.010943,3,0.000275,351,0.166667,0.00131
Ministri per i rapporti con il Parlamento,Ministri per i rapporti con il Parlamento,,government/executive,ITALY,"#B85D6F",0,1,1,2,1,1,2,9,0.25229,0.274063,0,0.011894,0.015107,3,0.000352,200,0.5,0.032541
WHO,WHO,,government/executive,NA,"#FFA910",0,1,1,2,1,2,3,14,0.129851,0.13776,690,0.011894,0.00052,52,0.000352,200,0,0.032541
Robert Koch Institut,Robert Koch Institut,,other state executive agencies,GERMANY,"#717F75",53,0,1,1,0,1,1,1,1,1,0,0,0,61,0.000264,760,0,0
US Chief Medical Advisor,US Chief Medical Advisor,,government/executive,UNITED STATES,"#EF7DB1",0,0,1,1,0,1,1,13,0.131004,0.138849,0,0,0,83,0.000264,761,0,0
Forum voor Democratie,Forum voor Democratie,,political parties,NETHERLANDS,"#FFB415",0,5,4,9,7,4,11,8,0.233529,0.264359,3789.180556,0.003258,0.049081,70,0.001426,200,0,0.02266
Vermaat Dirk,Vermaat Dirk,,other professional organisations and groups,NETHERLANDS,"#FFB415",0,0,1,1,0,2,2,10,0.159769,0.170665,0,0,0.000265,70,0.000264,762,0,0
VPRO,VPRO,,media and journalists,NETHERLANDS,"#FFB415",0,2,2,4,3,3,6,9,0.189619,0.206841,1053,0.003615,0.00024,70,0.000792,200,0,0.006342
Lawyer for VPRO,Lawyer for VPRO,,other professional organisations and groups,NETHERLANDS,"#FFB415",0,0,1,1,0,2,2,9,0.189746,0.205801,0,0,0.000239,70,0.000264,763,0,0
JA20,JA21,,political parties,NETHERLANDS,"#FFB415",54,0,0,0,0,0,0,0,0,0,0,0,0,62,0.000264,764,0,0
EU Commissioner for Environment,EU Commissioner for Environment,,government/executive,EUROPEAN UNION,"#5C9A5C",0,0,2,2,0,2,2,1,1,1,0,0,0.000985,29,0.000264,765,0,0
Rabobank,Rabobank,,economists and financial experts,NETHERLANDS,"#FFB415",0,0,2,2,0,2,2,11,0.197905,0.220783,0,0,0.010738,22,0.000264,766,0.5,0
German economist,German economist,,economists and financial experts,GERMANY,"#717F75",0,0,1,1,0,1,1,8,0.259957,0.289044,0,0,0.018381,71,0.000264,767,0,0
New York Times,New York Times,,media and journalists,UNITED KINGDOM,"#E879A3",0,1,3,4,1,3,4,9,0.234834,0.259069,360,0,0.009407,51,0.000489,769,0.166667,0.00131
Chancellor of the Exchequer,Chancellor of the Exchequer,,government/executive,UNITED KINGDOM,"#E879A3",55,0,1,1,0,1,1,1,1,1,0,0,0,63,0.000264,771,0,0
Kozminski University,Kozminski University,,educational professionals and organisations,POLAND,"#FFE428",0,0,1,1,0,1,1,8,0.259957,0.289044,0,0,0.018381,71,0.000264,772,0,0
Baran Adam,Baran Adam,,other scientific and research professionals and institutions,POLAND,"#FFE428",0,0,1,1,0,1,1,13,0.130688,0.137777,0,0,0.007005,83,0.000264,773,0,0
Several EU Member States,Several EU Member States,,whole polities,EUROPEAN UNION,"#5C9A5C",0,1,6,7,1,6,7,9,0.245399,0.276707,0,0,0.021893,29,0.000264,775,0.166667,0.001771
Presidente della Regione Toscana,Presidente della Regione Toscana,,government/executive,ITALY,"#B85D6F",0,0,3,3,0,3,3,9,0.268057,0.299948,0,0,0.044434,3,0.000264,777,0.333333,0
Irpet,Irpet,,other state executive agencies,ITALY,"#B85D6F",0,0,1,1,0,1,1,10,0.206085,0.227379,0,0,0.043992,33,0.000264,778,0,0
TIP S.p.A.,TIP S.p.A.,,employers organisations and firms,ITALY,"#B85D6F",0,0,1,1,0,1,1,12,0.178963,0.194847,0,0,0.005107,22,0.000264,779,0,0
Nederlandse Politiebond,Nederlandse Politiebond,,police and internal security agencies,NETHERLANDS,"#FFB415",32,0,2,2,0,2,2,2,0.666667,0.75,0,0,0,90,0.000264,780,0.5,0
Portuguese PM,Portuguese PM,,government/executive,PORTUGAL,"#FFEF2C",0,0,1,1,0,1,1,12,0.174441,0.188552,0,0,0.005404,52,0.000264,781,0,0
Bundesministerium für Wirtschaft,Bundesministerium für Wirtschaft,,government/executive,GERMANY,"#717F75",0,0,2,2,0,2,2,8,0.260492,0.291019,0,0,0.01848,71,0.000264,783,0,0
German Marshall Fund,German Marshall Fund,,other scientific and research professionals and institutions,UNITED STATES,"#EF7DB1",0,0,3,3,0,3,3,8,0.268713,0.302832,0,0,0.031769,29,0.000264,784,0,0
Curevec,Curevec,,employers organisations and firms,GERMANY,"#717F75",0,0,1,1,0,1,1,11,0.190856,0.207018,0,0,0.002794,33,0.000264,785,0,0
Kuvendi i Republikës së Kosovës,Kuvendi i Republikës së Kosovës,,legislative,KOSOVO,"#CB6651",0,0,1,1,0,1,1,2,0.666667,0.75,0,0,0.000002,64,0.000264,786,0,0
Kosovo PM,Kosovo PM,,government/executive,KOSOVO,"#CB6651",0,5,1,6,6,1,7,1,1,1,705,0.000026,0,64,0.001408,128,0,0.009399
LDK,LDK,,political parties,KOSOVO,"#CB6651",0,0,1,1,0,1,1,2,0.666667,0.75,0,0,0.000002,64,0.000264,787,0,0
Kryetari i Kosovës,Kryetari i Kosovës,,government/executive,KOSOVO,"#CB6651",0,1,2,3,2,2,4,2,0.75,0.833333,6,0,0.000002,64,0.00068,789,0,0.001706
US Ambassador in Germany,US Ambassador in Germany,,government/executive,UNITED STATES,"#EF7DB1",0,1,2,3,1,2,3,2,0.75,0.833333,1504.693651,0.006598,0.000294,64,0.000465,129,0,0.014886
Land schafft Verbindung,Land schafft Verbindung,,farmers and agricultural organisations,GERMANY,"#717F75",0,1,1,2,1,1,2,1,1,1,1,0,0.000568,47,0.000489,790,0,0.00131
Bayerische Gemeindetag,Bayerische Gemeindetag,,government/executive,GERMANY,"#717F75",0,0,1,1,0,1,1,2,0.666667,0.75,0,0,0,47,0.000264,791,0,0
Overy Richard,Overy Richard,,educational professionals and organisations,UNITED KINGDOM,"#E879A3",56,0,1,1,0,1,1,1,1,1,0,0,0,65,0.000264,793,0,0
Do Rzeczy,Do Rzeczy,,media and journalists,POLAND,"#FFE428",0,1,2,3,2,3,5,10,0.260364,0.28794,0,0.011159,0.047018,51,0.00033,200,0.5,0.004965
Polityka,Polityka,,media and journalists,POLAND,"#FFE428",0,0,1,1,0,2,2,10,0.228808,0.245581,0,0,0.008761,51,0.000264,794,0,0
Gazeta Polska,Gazeta Polska,,media and journalists,POLAND,"#FFE428",0,0,2,2,0,2,2,10,0.23634,0.258925,0,0,0.012555,51,0.000264,795,0,0
Standard & Poor,Standard & Poor,,economists and financial experts,UNITED STATES,"#EF7DB1",0,0,1,1,0,1,1,9,0.250698,0.277584,0,0,0.029089,29,0.000264,796,0,0
Servizio nazionale della protezione civile,Servizio nazionale della protezione civile,,other state executive agencies,ITALY,"#B85D6F",0,1,1,2,1,1,2,1,1,1,696,0.002176,0.00005,47,0.000348,80,0,0.007116
